,Rating,Lang,Type,Country,Date,Helpful,translated
3,5,en,Verified,United Kingdom,25/12/2020,3,"This was a Christmas gift for my 4 month old grandson and he loved it. He obviously isn't playing with toys at the moment but he was smiling at the light and reaching out to touch it as well as grabbing and releasing the fur, and he stopped crying when the music was turned on. I love all of the options you can choose via the battery unit inside, you can have the light, music, white noise and breathing effect on or off you can also set it so the music goes off after 30 minutes. Great buy, good value for money and I highly recommend it."
4,5,en,Verified,United Kingdom,22/05/2020,6,"Couldn't be without it! Our little one would easily wake in her sleep so I'd be up god knows how many times in the night, but the white noise function soothes her when she stirs straight back to sleep! Really cute Otter design, super soft and snuggly. Easy to use and any hard bits are cushioned by the outer teddy so perfect for being in a cot with babies."
5,5,en,Verified,United Kingdom,10/3/2020,6,"4 week old granddaughter falls asleep watching the light and listening to the heartbeat very quick as it's almost hypnotic. If I'm honest I sometimes use it on heartbeat to fall asleeo to, on a bad, potentially sleepless night."
6,5,en,Verified,United Kingdom,22/11/2019,5,Absolutely love this! For our new born who is due any day now! Plays a soothing tune and its belly goes up and down like its breathing :-) cute as anything! We love otters so this was perfect.
7,5,en,Verified,United Kingdom,26/02/2021,1,"I was a little reluctant to spend so much on this toy, however it’s paid for itself already in terms of settling baby, and my baby is only 8 days old! I love the heartbeat mode, my baby is too young to be very interested in the fact it lights up and moves, but the sound is clearly very reassuring and settles him to sleep swiftly... as a bonus it also settled my husband and I into a quick sleep too!"
8,5,en,Verified,United Kingdom,26/09/2020,3,Really love this little otter and so do my 2 kids (9 months and 3 years) it’s adorable. The sound of the music is gentle and so is the light. It’s so peaceful and I almost feel like it’s soothing me to sleep 😴 I bought this as a gift for a new baby in the family and kept it 😅 oops! I will purchase another for baby!! 👌🏼☺️ Tried and tested gift 💝
9,5,en,Verified,United Kingdom,9/2/2021,1,"A lot smaller than i thought it would be but great grandson loves it, apart from the breathing noise, it is a bit disturbing and the little one deosn't like that part. Other than that successfully gets him back to sleep in the middle of the night if he wakes."
10,5,en,Verified,United Kingdom,28/12/2020,1,"I. Love. This.It’s so incredibly soft and squishy. The 4 buttons in the back give you all the options you need (light, breathing, white noise, music). The songs are soothing, the white noise doesn’t just sound like a broken old hoover and the motor for the breathing isn’t too loud either. I think I might steal it from my baby and cuddle it myself :D"
11,5,en,Verified,United Kingdom,13/11/2020,1,"I Purchased 2, 1 for my Niece and 1 for my god daughter both born recently.. both parents are in love with it.. really works and smooths restless bubba's to sleep so I get brownie points on both fronts!"
12,1,en,Verified,United Kingdom,3/12/2019,2,"Can't get the other to play sounds for more than a few seconds, nothing in the instruction manual addresses this so I don't know if ours is faulty or what. Really quite upset and disappointed"
13,1,en,Verified,United Kingdom,22/12/2020,1,"The volume is so low even on the loudest setting, even if you hold it to your ear you can't listen the breathing/ heartbeat sounds. It was a gift to someone and unfortunately I can't return it now, waste of money!! It's used just as a soft toy now, could have just bought a soft toy and would have cost much less."
14,5,en,Verified,United Kingdom,19/01/2021,1,My little girl is 3 weeks old and has loved the sounds this otter makes. The fur is so soft and the sounds are great! My daughter settles much better with these sounds. I highly recommend this
15,4,en,Verified,United Kingdom,22/12/2020,,"It is super cute, does all it is supposed to, I personally love it! However my baby is afraid of it (she is 10mo) at night but loves to play with it during the day (she understands how to turn it on and off by pressing the belly)."
16,5,en,Verified,United Kingdom,16/02/2021,,"Bought a few weeks ago for my grand baby who would not settle sleeping away from mummy, lovely size and mimics breathing, it has other settings but this is the one she preferred."
17,5,en,Verified,United Kingdom,23/08/2020,1,What a great toy! Our daughter loves it and helps her sooth her to sleep. Watching her stroking it is adorable and really helps her settle.
18,5,en,Verified,United Kingdom,11/2/2021,2,We buying it for our newborn babies 👶Is lovely 😍 price as well - great .  At this moment every night our babies nice sleepy.
19,2,en,Verified,United Kingdom,23/01/2021,1,"I bought this as a Christmas present for my 6 month old Grandson, we have changed the batteries but his belly has stopped working. He absolutely loves it but now after not even a month it’s developed a fault. How do i get a replacement?"
